@relation caracteristicas

@attribute marge_cabelo real
@attribute marge_vestido real
@attribute skinner_cabelo real
@attribute skinner_terno real
@attribute classe {Marge, Skinner}

@data
8.289095886752136,10.508480235042734,0.3664196047008547,0.003338675213675214,Marge
16.426343878600825,4.446373456790123,23.586998456790123,0.0,Marge
5.87048760775862,0.18521012931034483,0.2720905172413793,0.03502155172413793,Marge
2.0431455761316872,0.7515110596707819,8.555973508230451,0.0,Marge
19.274048353909464,0.024112654320987654,0.4356352880658436,0.0,Marge
5.989358836206896,0.030307112068965518,3.1458782327586206,0.008755387931034482,Marge
8.624057112068966,0.06667564655172414,5.9745420258620685,0.0,Marge
1.3854166666666667,3.0703125,0.40885416666666663,0.0,Marge
0.5071694958847737,0.18566743827160495,0.12056327160493827,0.0,Marge
0.0024112654320987653,0.08519804526748971,0.9299447016460907,0.05947788065843621,Marge
11.297817887931034,3.6745689655172415,9.368938577586206,0.1380657327586207,Marge
0.09002057613168725,8.55516975308642,25.01446759259259,0.0,Marge
3.0728044181034484,0.05387931034482758,23.760102370689655,0.0,Marge
12.118556356837606,1.9143129006410255,0.20407652243589744,0.18195779914529914,Marge
3.2805765086206895,0.3549299568965517,20.888335129310345,0.0,Marge
0.08108345021037867,6.622545582047685,19.79367549088359,0.007670056100981767,Marge
0.05706661522633745,0.5674511316872428,16.933513374485596,0.012056327160493827,Marge
0.34320344650205764,0.4573366769547325,10.364422582304526,0.0,Marge
6.719401041666667,0.026692708333333332,5.028645833333333,0.010416666666666668,Marge
2.113079202586207,0.09563577586206896,0.16567887931034483,0.18285290948275862,Marge
7.2890625,2.3860677083333335,3.3606770833333335,0.18880208333333334,Marge
11.12109375,9.820963541666666,11.252604166666668,0.0,Marge
8.222739716880342,0.12603498931623933,4.838992387820513,0.09014423076923077,Marge
14.841245993589745,0.8204794337606838,0.3964676816239316,0.0,Marge
1.9720052083333333,0.09830729166666666,0.6028645833333333,0.0,Marge
6.462239583333333,0.024739583333333336,4.988932291666667,0.005208333333333334,Marge
0.2829218106995885,0.10689943415637859,0.22424768518518517,0.0,Marge
6.003502155172414,0.017510775862068964,3.39776400862069,0.0013469827586206897,Marge
0.7145383230452675,0.1478909465020576,0.5497685185185185,0.0032150205761316874,Marge
7.09051724137931,0.04714439655172414,4.481411637931035,0.055899784482758626,Marge
3.003771551724138,0.83984375,0.8196390086206897,0.0,Marge
26.358723958333336,0.11653645833333334,0.4967447916666667,0.004557291666666667,Marge
0.6896219135802469,0.009645061728395061,1.8558706275720163,9.241576646090536,Marge
11.427083333333334,4.79296875,4.9375,0.234375,Marge
2.7279768318965516,0.07711476293103449,22.07098599137931,0.0,Marge
2.9916487068965516,0.07947198275862069,23.60991379310345,0.0,Marge
0.043402777777777776,0.08513621794871795,1.34632077991453,0.0,Marge
0.5204680925666199,7.996581346423562,18.92476770687237,0.0,Marge
3.7708782327586206,0.09630926724137931,5.187904094827586,0.1515355603448276,Marge
0.3526475694444445,0.5458733974358974,0.12895633012820512,0.0,Marge
1.3108473557692308,0.10975894764957266,0.3893729967948718,0.0,Marge
0.10850694444444445,4.83619470164609,0.3665123456790123,0.0,Marge
0.6276939655172414,0.033674568965517244,19.171605603448274,0.0006734913793103449,Marge
1.2044270833333335,0.08138020833333334,0.3455528846153846,0.00041733440170940174,Marge
0.0,0.0032150205761316874,0.046617798353909466,0.0008037551440329218,Marge
0.06260016025641026,0.14189369658119658,0.15858707264957264,0.0,Marge
5.620659722222222,2.6909722222222223,0.011685363247863248,0.0,Marge
14.98518318965517,0.46740301724137934,0.5206088362068966,0.0,Marge
0.027126736111111112,0.32802483974358976,4.442524706196581,0.0,Marge
0.17441486625514405,5.663258744855967,0.11654449588477366,0.13342335390946503,Marge
0.18112313034188035,8.312466613247864,10.196314102564102,0.050914797008547015,Marge
1.4114249465811965,5.668235844017095,2.7644230769230766,0.0,Marge
3.5223599137931036,0.11853448275862069,30.060614224137932,0.0,Marge
0.09348290598290598,1.1134481837606838,0.26041666666666663,0.05842681623931624,Marge
21.79236778846154,0.12853899572649571,1.2979099893162394,0.0,Marge
0.19812564300411523,0.07434735082304526,0.0659079218106996,0.16878858024691357,Marge
0.05488954741379311,0.068359375,37.74683459051724,0.0,Marge
2.87109375,0.22629310344827588,0.8842941810344828,0.039735991379310345,Marge
0.10025859046283311,16.124649368863956,17.815348877980362,0.0,Marge
0.08439429012345678,0.39866255144032925,0.20937821502057613,0.0004018775720164609,Marge
6.430989583333334,0.03125,5.276041666666666,0.005208333333333334,Marge
0.4782321899736148,7.377556068601583,17.56472625329815,0.0,Marge
0.045072115384615384,0.07762419871794872,1.3354700854700854,0.0,Marge
1.451171875,10.96484375,0.19401041666666666,0.027343750000000003,Marge
8.250546553497943,0.08198302469135801,0.705295138888889,0.0,Marge
0.05304783950617284,4.923804012345679,0.184863683127572,0.037776491769547324,Marge
7.242838541666667,1.5696614583333335,3.0338541666666665,0.07682291666666666,Marge
5.406149839743589,0.07762419871794872,3.639155982905983,0.0,Marge
7.651198814655172,0.024582435344827586,17.339372306034484,0.0,Marge
0.05465534979423868,4.106385030864197,0.4669817386831276,0.0,Marge
0.016693376068376068,1.4339610042735043,2.9726729433760686,0.0,Marge
5.474609375,0.046223958333333336,0.28059895833333337,0.006510416666666667,Marge
0.0020204741379310346,8.645608836206897,1.4897629310344827,0.0,Marge
5.2581661522633745,0.005626286008230453,0.5586098251028806,0.07153420781893004,Marge
1.4927936422413792,0.07307381465517242,15.88934536637931,0.0,Marge
11.005859375,5.842447916666667,0.27864583333333337,0.0,Marge
0.5734792952674898,0.23429462448559668,18.848058127572017,0.0659079218106996,Marge
0.8684671336206897,0.06633890086206896,28.401468211206897,0.0,Marge
6.270182291666666,0.09602864583333333,0.2802734375,0.0,Marge
16.922075320512818,1.9305889423076923,0.07011217948717949,1.0550213675213675,Marge
3.566810344827586,0.039735991379310345,2.708782327586207,0.005387931034482759,Marge
0.21080280172413793,0.20541487068965517,0.568426724137931,0.2289870689655172,Marge
6.720096982758621,0.3151939655172414,11.077586206896552,0.0,Marge
4.428059895833333,0.06380208333333333,18.292317708333332,0.0,Marge
3.5627693965517246,0.09092133620689655,4.205616918103448,0.008755387931034482,Marge
9.38183191872428,6.361320087448559,11.596579218106996,0.03255208333333333,Marge
0.5738811728395062,7.450006430041152,0.2957818930041152,0.016878858024691357,Marge
